What happens to the equivalent resistance when you add more resistors in parallel?	The equivalent resistance decreases.	resistance-in-parallel
Why does adding more resistors in parallel reduce the overall resistance?	Because adding more paths for current to flow provides more pathways for electrons to ‘choose’, reducing overall resistance.	resistance-in-parallel
question	answer	roots-of-unity
What are the nth roots of unity for \(z^n = 1\)?	\(1, e^\frac{2\pi i}{n}, e^\frac{4\pi i}{n}, e^\frac{6\pi i}{n}, \ldots, e^\frac{2(n-1)\pi i}{n}\)	roots-of-unity
What is the sum of the roots of unity?	The sum of roots of unity is always zero.	roots-of-unity
How do you factorise and solve \(z^3 = 1\)?	\(z^3 - 1 = 0\); factor \((z-1)(z^2+z+1)=0\); roots: \(z=1\), \(z=-\frac12+\frac{\sqrt3}{2}i\), \(z=-\frac12-\frac{\sqrt3}{2}i\).	roots-of-unity
How do you solve \(z^5 = 1\)?	$	roots-of-unity
What is $	z	roots-of-unity
How do you find arguments for \(z\) from \(z^5=1\)?	\(\arg z^5 = 0, 2\pi, 4\pi, 6\pi, 8\pi, \ldots\); so \(\arg z = 0, \frac{2\pi}{5}, \frac{4\pi}{5}, \frac{6\pi}{5}, \frac{8\pi}{5}\).	roots-of-unity
How do you round a number to \(n\) decimal places?	1. Find the digit at the \(n\)th decimal place.<br/>2. Check if the digit after it is less than 5: if so, keep the \(n\)th digit; if 5 or more, increase the \(n\)th digit by one (carrying if it is 9).<br/>3. Remove all digits after the \(n\)th decimal place.	rounding-to-decimal-places
Round \(3.14159\) to 2 decimal places.	\(3.14\) (3rd decimal digit is \(1\) &lt; 5, round down).	rounding-to-decimal-places
Round \(2.71828\) to 3 decimal places.	\(2.718\) (4th decimal digit is \(2\) &lt; 5, round down).	rounding-to-decimal-places
Round \(1.98765\) to 4 decimal places.	\(1.9877\) (5th decimal digit is \(5\), round up: \(6\) becomes \(7\)).	rounding-to-decimal-places
Round \(0.798\) to 2 decimal places.	\(0.80\) (3rd decimal digit is \(8\) ≥ 5, round up: \(9\) becomes \(10\), so carry makes 1st decimal \(7\) become \(8\)).	rounding-to-decimal-places
What happens when you round up and the \(n\)th decimal digit is 9?	It becomes 0 and you carry 1 to the left (the \((n-1)\)th decimal place), potentially causing further carries.	rounding-to-decimal-places
What is the key difference between rounding to the nearest integer and rounding to decimal places?	When rounding to the nearest integer, the \(n\)th decimal place is the units column (the digit to the left of the decimal point), rather than a digit to the right.	rounding-to-nearest-integer
When rounding to the nearest integer, what is the rule for whether you round up or down?	Round up if the next digit (the first decimal digit) is \(5\) or more; round down (keep the digit the same) if it is less than \(5\).	rounding-to-nearest-integer
Round \(4.3\) to the nearest integer.	The digit we are rounding to is the \(4\). The next digit is \(3\), which is less than \(5\), so we round down and keep the \(4\) the same. <strong>Answer</strong>: \(4\).	rounding-to-nearest-integer
Round \(5.7\) to the nearest integer.	The digit we are rounding to is the \(5\). The next digit is \(7\), which is more than \(5\), so we round up and increase the \(5\) by \(1\) to get \(6\). <strong>Answer</strong>: \(6\).	rounding-to-nearest-integer
Round \(2.5\) to the nearest integer.	The digit we are rounding to is the \(2\). The next digit is \(5\), which is equal to \(5\), so we round up and increase the \(2\) by \(1\) to get \(3\). <strong>Answer</strong>: \(3\).	rounding-to-nearest-integer
Round \(9.99\) to the nearest integer.	The digit we are rounding to is the \(9\) (units). The next digit is \(9\), which is more than \(5\), so we round up. The \(9\) becomes \(10\), so we set the units place to \(0\) and increase the tens place by \(1\) (which is also \(9\)) to get \(10\). <strong>Answer</strong>: \(10\).	rounding-to-nearest-integer
Round \(0.49\) to the nearest integer.	The digit we are rounding to is the \(0\). The next digit is \(4\), which is less than \(5\), so we round down and keep the \(0\) the same. <strong>Answer</strong>: \(0\).	rounding-to-nearest-integer
How should you round \(0.49\) to avoid a common mistake?	Always look directly at the digit after the decimal point (\(4\)) and round down to \(0\); do not round \(0.49\) to \(0.5\) first (which would then round to \(1\)). Don’t try to round in stages.	rounding-to-nearest-integer
Round \(999.50\) to the nearest integer.	The digit we are rounding to is the last \(9\) (units). The next digit is \(5\), so we round up. The \(9\) becomes \(10\), set units to \(0\) and increase tens (\(9\)) to \(10\); repeat for hundreds place, resulting in \(1000\). <strong>Answer</strong>: \(1000\).	rounding-to-nearest-integer
How do you identify the nth significant figure in a number?	Start counting from the first non-zero digit (this is the 1st significant figure). Continue counting each digit (including zeroes) until you reach the nth significant figure.	rounding-to-significant-figures
What are the steps to round a number to \(n\) significant figures?	1. Find the position of the nth significant figure. 2. Check the digit after that: if less than 5, round down (keep the nth figure); if 5 or more, round up (increase nth figure by one, carrying if 9 becomes 0). 3. Remove all digits after the nth significant figure; if they are before the decimal point, replace them with zeroes to keep place value.	rounding-to-significant-figures
What is \(0.0045678\) rounded to 3 significant figures?	\(0.00457\)	rounding-to-significant-figures
What is \(12345\) rounded to 2 significant figures?	\(12000\)	rounding-to-significant-figures
What is \(0.09986\) rounded to 2 significant figures?	\(0.10\)	rounding-to-significant-figures
What is \(450600\) rounded to 3 significant figures?	\(451000\)	rounding-to-significant-figures
What is \(0.09974\) rounded to 2 significant figures?	\(0.10\)	rounding-to-significant-figures
Why must we write \(0.10\) instead of \(0.1\) when rounding \(0.09986\) or \(0.09974\) to 2 significant figures?	Writing \(0.10\) shows that the number has been rounded to 2 significant figures, whereas \(0.1\) only shows 1 significant figure. Even though they are numerically equal, the trailing zero indicates the precision.	rounding-to-significant-figures
How do you round when the nth significant figure is 9 and the digit after is 5 or more?	Increase the 9 to 10, so set the nth significant figure to 0 and carry 1 to the left (increase the previous digit by 1).	rounding-to-significant-figures
When rounding to significant figures, what do you do with digits removed that are before the decimal point?	Replace them with zeroes to keep the place value the same.	rounding-to-significant-figures
f’’(x)	The second derivative of a function \(f(x)\), also written as \(\frac{d^2y}{dx^2}\).	second-derivative
How do you find the second derivative of a function?	Differentiate it twice; it is the derivative of the first derivative.	second-derivative
What is the second derivative of \(f(x) = x^3 + 2x^2 + x\)?	\(f&#39;&#39;(x) = 6x + 4\)	second-derivative
Given \(f&#39;(x) = 4x^3 - 2x + 7\), find \(f&#39;&#39;(x)\).	\(f&#39;&#39;(x) = 12x^2 - 2\)	second-derivative
What is the second derivative of \(y = 5x^4 - 3x^2 + x - 8\)?	\(\frac{d^2y}{dx^2} = 60x^2 - 6\)	second-derivative
Given \(\frac{dy}{dx} = 7x^5 + 4x^2 - x + 3\), find \(\frac{d^2y}{dx^2}\).	\(\frac{d^2y}{dx^2} = 35x^4 + 8x - 1\)	second-derivative
What does the second derivative tell us about a function?	It tells us how the gradient of the function is changing as we move along the curve.	second-derivative
What is another way to describe the second derivative?	‘The gradient of the gradient function’.	second-derivative
What are the two parts vectors are separated into for calculations?	Horizontal and vertical components.	separating-vectors-into-components
Instead of saying “5m at 30° to the horizontal”, how could the vector be described using components?	“4.33m horizontally and 2.5m vertically”.	separating-vectors-into-components
What trigonometric function is used to find the horizontal component of a vector?	\(F \cos \theta\), where \(F\) is the magnitude and \(\theta\) is the angle to the horizontal.	separating-vectors-into-components
What trigonometric function is used to find the vertical component of a vector?	\(F \sin \theta\), where \(F\) is the magnitude and \(\theta\) is the angle to the horizontal.	separating-vectors-into-components
The vector \(9m\) at \(30^\circ\) to the horizontal: what is its horizontal component?	\(9 \cos 30^\circ = 9 \times 0.866 = 7.794m\)	separating-vectors-into-components
The vector \(9m\) at \(30^\circ\) to the horizontal: what is its vertical component?	\(9 \sin 30^\circ = 9 \times 0.5 = 4.5m\)	separating-vectors-into-components
When is it necessary to split vectors into components?	Whenever doing any calculations regarding motion.	separating-vectors-into-components
Simple random sampling	Each member of a population has an equal, random chance of being sampled. It is the ‘name in the hat’ method where members are randomly selected from a list of the entire population.	simple-random-sampling
What is an advantage of simple random sampling regarding understanding?	It is easy to understand.	simple-random-sampling
What is an advantage of simple random sampling regarding implementation?	It <em>can</em> be easy to implement if we can feasibly survey any random member of the population (e.g. they live in a small area).	simple-random-sampling
How does simple random sampling ensure the sample is unbiased?	Every member of the population has an equal chance of being selected for the sample.	simple-random-sampling
Why does simple random sampling usually give a representative sample?	Because every member of the population has an equal chance of being selected for the sample.	simple-random-sampling
What is a disadvantage of simple random sampling regarding a large population?	It can be time-consuming and expensive to implement, especially if the population is large.	simple-random-sampling
When can simple random sampling be difficult to implement?	If we can’t feasibly survey any random member of the population (e.g. they live in a large area).	simple-random-sampling
Why might simple random sampling not give a representative sample?	Because we might by chance select a sample that is not representative of the population (e.g. we might <strong>accidentally</strong> select a sample that is all from one area, or all from one age group).	simple-random-sampling
What is the golden rule for fraction equivalence?	Multiplying or dividing both the numerator and denominator by the same number gives an equivalent fraction, and the value of the fraction does not change.	simplifying-fractions
Why does \(\frac{4}{6}\) simplify to \(\frac{2}{3}\)?	Because we divide both the top and bottom by 2: \(\frac{4\div2}{6\div2}=\frac{2}{3}\), which is an equivalent fraction.	simplifying-fractions
What do we need to find to simplify a fraction?	The highest common factor (HCF) of the numerator and denominator.	simplifying-fractions
How do you simplify \(\frac{18}{24}\)?	HCF of 18 and 24 is 6; divide by 6 to get \(\frac{3}{4}\).	simplifying-fractions
How do you simplify \(\frac{45}{60}\)?	HCF is 15; divide by 15 to get \(\frac{3}{4}\).	simplifying-fractions
How do you simplify \(\frac{56}{98}\)?	HCF is 14; divide by 14 to get \(\frac{4}{7}\).	simplifying-fractions
How do you simplify \(\frac{81x}{108x}\)?	HCF is \(27x\); divide by \(27x\) to get \(\frac{3}{4}\).	simplifying-fractions
How do you simplify \(\frac{50y^2}{75y}\)?	HCF is \(25y\); divide by \(25y\) to get \(\frac{2y}{3}\).	simplifying-fractions
What is the first step to simplify a ratio?	Find the highest common factor (HCF) of all the parts of the ratio.	simplifying-ratios
What do you do after finding the HCF of the parts of a ratio?	Divide each part of the ratio by the HCF, then write the new ratio.	simplifying-ratios
Simplify \(12:16\)	HCF is \(4\); \(12 \div 4 = 3\), \(16 \div 4 = 4\); simplified ratio is \(3:4\)	simplifying-ratios
Simplify \(18:24:30\)	HCF is \(6\); \(18 \div 6 = 3\), \(24 \div 6 = 4\), \(30 \div 6 = 5\); simplified ratio is \(3:4:5\)	simplifying-ratios
Simplify \(45:60\)	HCF is \(15\); \(45 \div 15 = 3\), \(60 \div 15 = 4\); simplified ratio is \(3:4\)	simplifying-ratios
Simplify \(100x:250x^2:400x\)	HCF is \(50x\); \(100x \div 50x = 2\), \(250x^2 \div 50x = 5x\), \(400x \div 50x = 8\); simplified ratio is \(2:5x:8\)	simplifying-ratios
How do you simplify a surd?	Look for any factors that are squares; take the square root of these factors out of the surd.	simplifying-surds
Simplify \(\sqrt{48}\)	\(\sqrt{48} = \sqrt{16 \times 3} = \sqrt{16} \times \sqrt{3} = 4\sqrt{3}\)	simplifying-surds
Simplify \(\sqrt{18}\)	\(\sqrt{18} = \sqrt{9 \times 2} = \sqrt{9} \times \sqrt{2} = 3\sqrt{2}\)	simplifying-surds
Simplify \(\sqrt{50}\)	\(\sqrt{50} = \sqrt{25 \times 2} = \sqrt{25} \times \sqrt{2} = 5\sqrt{2}\)	simplifying-surds
What is the sine-cosine offset identity for \(\cos x\)?	\(\cos x \equiv \sin(x + 90\degree)\)	sine-cosine-offset-identity
What is the sine-cosine offset identity for \(\sin x\)?	\(\sin x \equiv \cos(x - 90\degree)\)	sine-cosine-offset-identity
Express \(\cos x\) in terms of sine using a negative angle offset.	\(\cos x \equiv \sin(90\degree - x)\)	sine-cosine-offset-identity
Express \(\sin x\) in terms of cosine using a negative angle offset.	\(\sin x \equiv \cos(90\degree - x)\)	sine-cosine-offset-identity
Show the relationship \(\cos x = \sin(x + 90\degree)\) in another form.	\(\cos x = \sin(x + 90\degree)\) (this is the standard offset identity)	sine-cosine-offset-identity
Show the relationship \(\sin x = \cos(x - 90\degree)\) in another form.	\(\sin x = \cos(x - 90\degree)\) (this is the standard offset identity)	sine-cosine-offset-identity
What is the matrix \(M\) for the equations \(3x+2y=9\) and \(4x+5y=5\)?	\(M=\pmatrix{3&amp;2\\4&amp;5}\)	solving-simultaneous-equations-using-matrices
How do you calculate \(\det M\) for \(M=\pmatrix{3&amp;2\\4&amp;5}\)?	\(\det M=(3)(5)-(2)(4)=7\)	solving-simultaneous-equations-using-matrices
What is \(M^{-1}\) for \(M=\pmatrix{3&amp;2\\4&amp;5}\)?	\(M^{-1}=\frac17\pmatrix{5&amp;-2\\-4&amp;3}\)	solving-simultaneous-equations-using-matrices
How do you find \(\pmatrix{x\\y}\) using the inverse matrix for \(3x+2y=9\) and \(4x+5y=5\)?	\(\pmatrix{x\\y}=\frac17\pmatrix{5&amp;-2\\-4&amp;3}\pmatrix{9\\5}=\frac17\pmatrix{35\\-21}=\pmatrix{5\\-3}\)	solving-simultaneous-equations-using-matrices
What is the solution for \(x\) and \(y\) in the system \(3x+2y=9\) and \(4x+5y=5\)?	\(x=5\), \(y=-3\)	solving-simultaneous-equations-using-matrices
What is the specific latent heat of fusion?	The amount of thermal energy required to melt \(1kg\) of a solid into a liquid.	specific-latent-heat-of-fusion
What is the definition of specific latent heat (either of fusion or vaporisation)?	The energy required to change the state of 1 kg of a substance.	specific-latent-heat
What is the equation relating thermal energy, mass, and specific latent heat?	\(Q=mL\).	specific-latent-heat
In the equation \(Q=mL\), what does each symbol represent?	\(Q\) is the thermal energy added/released, \(m\) is the mass of the substance that changed state, and \(L\) is the specific latent heat.	specific-latent-heat
Which type of specific latent heat involves a state change between a solid and a liquid?	Specific latent heat of fusion.	specific-latent-heat
Which type of specific latent heat involves a state change between a liquid and a gas?	Specific latent heat of vaporisation.	specific-latent-heat
Stationary point	"A point on a graph where the <a href=""/derivative"">derivative</a> (gradient) is 0."	stationary-point
Local minimum	"A <a href=""/stationary-point"">stationary point</a> where the y-coordinate of the point is <em>lower</em> than the points either side of it"	stationary-point
Local maximum	"A <a href=""/stationary-point"">stationary point</a> where the y-coordinate of the point is <em>higher</em> than the points either side of it"	stationary-point
Stationary wave energy transfer	Stationary waves do not transfer energy; they only store it, oscillating between kinetic and potential forms at nodes and antinodes.	stationary-wave-energy-transfer
Nodes in a stationary wave	Points of zero displacement where the medium is permanently at rest; energy is not transferred past these points.	stationary-wave-energy-transfer
Antinodes in a stationary wave	Points of maximum displacement where the medium oscillates with greatest amplitude; energy is stored here.	stationary-wave-energy-transfer
How are stationary waves formed?	By the superposition of two identical waves travelling in opposite directions, e.g. incident and reflected waves.	stationary-wave-energy-transfer
Phase difference between particles in a stationary wave	All particles between two consecutive nodes oscillate in phase; particles on opposite sides of a node oscillate in anti-phase.	stationary-wave-energy-transfer
Wavelength of a stationary wave	Twice the distance between two consecutive nodes (or antinodes): \(\lambda = 2 \times \text{node spacing}\).	stationary-wave-energy-transfer
Frequency of a stationary wave	Same as the frequency of the two travelling waves that produce it.	stationary-wave-energy-transfer
First harmonic (fundamental) of a string fixed at both ends	One antinode at centre, nodes at both ends; length \(L = \frac{\lambda}{2}\) so \(\lambda = 2L\).	stationary-wave-energy-transfer
Second harmonic of a string fixed at both ends	Two antinodes and three nodes; length \(L = \lambda\) so \(\lambda = L\).	stationary-wave-energy-transfer
Third harmonic of a string fixed at both ends	Three antinodes and four nodes; length \(L = \frac{3\lambda}{2}\) so \(\lambda = \frac{2L}{3}\).	stationary-wave-energy-transfer
How to calculate harmonic frequencies on a string	\(f_n = n \times f_1\) where \(n = 1, 2, 3,\ldots\) and \(f_1 = \frac{v}{2L}\).	stationary-wave-energy-transfer
Speed of wave on a string formula	\(v = \sqrt{\frac{T}{\mu}}\) where \(T\) is tension and \(\mu\) is mass per unit length.	stationary-wave-energy-transfer
Effect of increasing tension on stationary wave frequency	Frequency increases because wave speed increases (\(v = \sqrt{T/\mu}\)) while wavelength remains fixed by boundaries.	stationary-wave-energy-transfer
Effect of increasing string density on stationary wave frequency	Frequency decreases because wave speed decreases (\(v = \sqrt{T/\mu}\)) for fixed tension.	stationary-wave-energy-transfer
Open air column stationary wave (both ends open)	Antinodes at both open ends, node(s) in between; fundamental: \(\lambda = 2L\).	stationary-wave-energy-transfer
Closed air column stationary wave (one end closed)	Node at closed end, antinode at open end; fundamental: \(\lambda = 4L\).	stationary-wave-energy-transfer
Overtones of a closed air column	Only odd harmonics: \(f_n = n f_1\) where \(n = 1, 3, 5,\ldots\); fundamental \(\lambda = 4L\).	stationary-wave-energy-transfer
How to find node positions in a stationary wave	Nodes occur where the path difference between incident and reflected waves is an odd multiple of \(\frac{\lambda}{2}\).	stationary-wave-energy-transfer
Energy in a stationary wave	Total energy is constant but oscillates periodically between kinetic energy (at antinodes) and potential energy (near nodes).	stationary-wave-energy-transfer
What is the phase relationship between particles between adjacent nodes in a stationary wave?	They vibrate <strong>in phase</strong> with each other.	stationary-wave-phase
What is a stretch in graph transformations?	A stretch changes the shape of a graph, making it taller/shorter (vertical stretch) or wider/thinner (horizontal stretch).	stretching-graphs
What is the general equation of a stretched function?	\(\frac ya=f(\frac xb)\) <br/> Where \(a\) is the vertical stretch factor and \(b\) is the horizontal stretch factor.	stretching-graphs
Given \(f(x)\), how do you find the equation when it is stretched vertically by a factor of 3 and horizontally by a factor of 2?	\(a=3\), \(b=2\) <br/> \(\frac y3=f(\frac x2)\) <br/> \(y=3f(\frac x2)\)	stretching-graphs
Given \(f(x)\), how do you find the equation when it is compressed vertically by a factor of \(\frac34\) and stretched horizontally by a factor of \(\frac12\)?	\(a=\frac34\), \(b=\frac12\) <br/> \(\frac y{\frac34}=f(\frac x{\frac12})\) <br/> \(y=\frac34f(2x)\)	stretching-graphs
What is the rule for subtracting logarithms with the same base?	\(\log_b(x) - \log_b(y) = \log_b\left(\frac{x}{y}\right)\)	subtracting-logarithms
Evaluate: \(\log_4(64) - \log_4(16)\)	\(1\)	subtracting-logarithms
Evaluate: \(\log_{10}(10000) - \log_{10}(100)\)	\(2\)	subtracting-logarithms
How do you subtract more than two logarithms with the same base?	Divide all the values inside: \(\log_b(x) - \log_b(y) - \log_b(z) = \log_b\left(\frac{x}{y \times z}\right)\)	subtracting-logarithms
Evaluate: \(\log_2(256) - \log_2(16) - \log_2(4)\)	\(0\)	subtracting-logarithms
How can you split up the logarithm \(\log_b\left(\frac{x}{y}\right)\)?	\(\log_b\left(\frac{x}{y}\right) = \log_b(x) - \log_b(y)\)	subtracting-logarithms
What is the general identity for factorising a sum of two squares \(a^2 + b^2\) using complex numbers?	\((a + bi)(a - bi) = a^2 + b^2\)	sum-of-two-squares
Show the expansion proof for \((a + bi)(a - bi) = a^2 + b^2\).	\((a + bi)(a - bi) = a^2 - abi + abi - b^2i^2 = a^2 - b^2i^2 = a^2 - b^2(-1) = a^2 + b^2\)	sum-of-two-squares
How do you factorise \(x^2 + 4\) as a sum of two squares?	\((x + 2i)(x - 2i)\)	sum-of-two-squares
How do you factorise \(9x^2 + 16\) as a sum of two squares?	\((3x + 4i)(3x - 4i)\)	sum-of-two-squares
Expand \((x + 2i)(x - 2i)\).	\(x^2 + 4\)	sum-of-two-squares
Expand \((3x + 4i)(3x - 4i)\).	\(9x^2 + 16\)	sum-of-two-squares
How do you factorise the quartic \(x^4 + 16\) as a sum of two squares?	\((x^2 + 4i)(x^2 - 4i)\)	sum-of-two-squares
Expand \((x^2 + 4i)(x^2 - 4i)\).	\(x^4 + 16\)	sum-of-two-squares
Question / Key Term	Answer / Definition	systematic-error
What is a systematic error?	An error that consistently occurs in the same direction and roughly the same amount every time a measurement is made.	systematic-error
Systematic error is an error with what?	Error with the system (method for doing the experiment) or the measuring instrument.	systematic-error
What is an example of a systematic error from faulty equipment?	An uncalibrated scale that always reads 0.5kg too heavy.	systematic-error
What does a systematic error essentially mean?	It means our method is wrong, or will lead to misleading results because of faulty equipment.	systematic-error
What are three causes of systematic errors?	1. Measuring the wrong thing (e.g., temperature in Celsius instead of Kelvin)<br/>2. Using faulty or uncalibrated equipment (e.g., a scale not zeroed properly)<br/>3. Consistently misreading the instrument	systematic-error
How do systematic errors affect measurements differently from random errors?	While random errors can be reduced by averaging multiple measurements, systematic errors always skew results in the same direction.	systematic-error
Using an uncalibrated scale that always reads 0.5kg too heavy, what happens when you take multiple measurements?	Every measurement will be off by 0.5kg, no matter how many times you measure it; it’s always too heavy.	systematic-error
List five ways to reduce systematic errors.	1. Calibrate measuring instruments regularly<br/>2. Use more accurate measuring instruments<br/>3. Double-check measurement methods<br/>4. Cross-check measurements with different instruments or methods<br/>5. Train the person doing the measurements to follow the method properly	systematic-error
What is systematic sampling?	A method where we select every \(k\)th member of the population to be in the sample, at regular intervals.	systematic-sampling
Give an example of systematic sampling.	Asking every 10th person who walks along a street to be in the sample.	systematic-sampling
What is an advantage of systematic sampling regarding ease?	It’s easy to understand.	systematic-sampling
What advantage does systematic sampling have over other methods in terms of implementation?	Easier to implement because we don’t need to randomly select members or know anything about the population; we just need to select every \(k\)th member.	systematic-sampling
How does systematic sampling achieve unbiasedness?	Every member of the population has an equal chance of being selected, as long as we start at a random point in the population.	systematic-sampling
What is a potential disadvantage of systematic sampling regarding representativeness?	It may not give a representative sample, because we might by chance select a sample that is not representative of the population (e.g., all from one area or age group).	systematic-sampling
When can systematic sampling be difficult to implement?	If we can’t feasibly survey every \(k\)th member of the population, e.g., if they live in a large area.	systematic-sampling
What causes bias in systematic sampling due to patterns?	If there is a pattern in the population that coincides with the sampling interval, e.g., selecting every 10th person and every 10th person happens to be from a certain area or age group.	systematic-sampling
What is a foreign key in a database?	An identifier that stores the primary key of a record in another table to link the two tables.	table-relationship
How does one table link to a record in another table?	By storing the primary key of the other table’s record, which creates a foreign key.	table-relationship
Name the three types of table relationships.	one to one, one to many, many to many	table-relationship
What is a one-to-one table relationship?	A relationship where each record in one table corresponds to exactly one record in another table.	table-relationship
What is a one-to-many table relationship?	A relationship where a record in one table can be linked to multiple records in another table.	table-relationship
What is a many-to-many table relationship?	A relationship where records in one table can be linked to multiple records in another table, and vice versa.	table-relationship
What is a negative temperature coefficient (NTC)?	If an electrical resistor has a lower resistance at higher temperatures, it has a negative temperature coefficient (NTC).	temperature-coefficient
Which components usually have a negative temperature coefficient?	Usually, thermistors have a negative temperature coefficient.	temperature-coefficient
What is a positive temperature coefficient (PTC)?	If an electrical resistor has a higher resistance at higher temperatures, it has a positive temperature coefficient (PTC).	temperature-coefficient
Which components usually have a positive temperature coefficient?	Usually, metallic conductors have a positive temperature coefficient.	temperature-coefficient
What is total internal reflection?	Total internal reflection occurs when light travels from a medium with a higher refractive index (\(n_1\)) to a lower one (\(n_2\)) and the angle of incidence (\(i\)) is greater than the critical angle (\(\theta_c\)).	total-internal-reflection
What are the two possible behaviors of light at a boundary?	The light wave can be refracted or reflected.	total-internal-reflection
What is the critical angle?	The critical angle is the angle of incidence at which light stops being refracted and is instead reflected.	total-internal-reflection
What happens if the angle of incidence is less than the critical angle?	The light ray is refracted.	total-internal-reflection
What happens if the angle of incidence is greater than the critical angle?	The light ray is reflected.	total-internal-reflection
What happens if the angle of incidence is equal to the critical angle?	The angle of refraction will always be \(90\degree\).	total-internal-reflection
What is the formula for calculating the critical angle?	\(\sin\theta_c = \frac{n_2}{n_1}\)	total-internal-reflection
How is the formula for critical angle derived from Snell’s Law?	From \(n_1\sin\theta_1 = n_2\sin\theta_2\), substituting \(\theta_c\) and \(90\degree\) gives \(n_1\sin\theta_c = n_2 \times 1\), so \(n_1\sin\theta_c = n_2\), which rearranges to \(\sin\theta_c = \frac{n_2}{n_1}\).	total-internal-reflection
How do you calculate the critical angle without sine?	\(\theta_c = \sin^{-1}(\frac{n_2}{n_1})\)	total-internal-reflection
What is a translation in the context of graphs?	Moving a graph without changing its shape, represented by a vector where the top number is movement in \(x\) and bottom in \(y\).	translating-graphs
How is a translation represented using a vector?	By a vector \(\begin{pmatrix}a \\ b\end{pmatrix}\), where \(a\) is movement in \(x\) direction and \(b\) is movement in \(y\) direction.	translating-graphs
What does the vector \(\begin{pmatrix}3 \\ -2\end{pmatrix}\) mean for a graph?	Move 3 units to the right (positive \(x\)) and 2 units down (negative \(y\)).	translating-graphs
If \(y = f(x)\) is translated by vector \(\begin{pmatrix}a \\ b\end{pmatrix}\), what is the equation of the new graph?	\(y = f(x - a) + b\).	translating-graphs
How do you remember the signs when translating a graph with vector \(\begin{pmatrix}a \\ b\end{pmatrix}\)?	Inside the bracket (with \(x\)) it’s the opposite of the vector’s \(a\); outside (adding to whole function) it’s the same as \(b\).	translating-graphs
What is an alternative way to think about translation using \(x\) and \(y\)?	To move in \(x\) direction, subtract from \(x\) inside the function; to move in \(y\) direction, subtract from \(y\), giving \(y - b = f(x - a)\).	translating-graphs
Find the equation when \(y = 4x + 1\) is translated by \(\begin{pmatrix}-2 \\ 3\end{pmatrix}\).	Start with \(y - 3 = 4(x - (-2)) + 1\); simplify to \(y - 3 = 4(x + 2) + 1\), then \(y - 3 = 4x + 8 + 1\), so \(y - 3 = 4x + 9\), finally \(y = 4x + 12\).	translating-graphs
What is the most common protocol used with networks?	TCP/IP, which stands for Transmission Control Protocol/Internet Protocol.	transmission-control-protocol-internet-protocol
What network standard does the internet use?	TCP/IP.	transmission-control-protocol-internet-protocol
What is TCP/IP technically?	A set of multiple different protocols, e.g., internet protocol, transmission control protocol, user datagram protocol.	transmission-control-protocol-internet-protocol
What does TCP/IP do to data transmitted over the internet?	It splits all data into packets, which are each sent separately, and then reassembled at the other end.	transmission-control-protocol-internet-protocol
What is the purpose of TCP/IP splitting data into packets?	To make sure every device works the same way so they can work together.	transmission-control-protocol-internet-protocol
What is a transverse wave?	A wave where the direction of oscillations is perpendicular to the direction of energy transfer.	transverse-wave
How do the oscillations of a transverse wave relate to its energy transfer?	They are perpendicular (at right angles) to the direction of energy transfer.	transverse-wave
How is the direction of oscillation in a transverse wave commonly described?	It is sometimes said to be ‘up and down’, but it can be in any direction at a right angle to the wave’s travel.	transverse-wave
Give three examples of transverse waves.	Light waves, other electromagnetic waves, and water ripple waves.	transverse-wave
What is a truth table?	A truth table is a way of showing all possible outputs of a logical operation (or logic gate) based on all possible combinations of its inputs.	truth-table
For an AND gate, when is the output “1” (true)?	For an AND gate to output a 1, both of its inputs must be 1.	truth-table
In the AND truth table, what is the output when Input A is 0 and Input B is 1?	The output is 0 (because A AND B is false).	truth-table
Describe the NOT operation output.	The NOT operation takes a single input and produces an output that is the opposite of the input.	truth-table
In the NOT truth table, what is the output for an Input A of 0?	The output is <strong>1</strong>.	truth-table
In the 3-input truth table described, what condition causes the output to be 1?	The output is 1 if <em>at least two</em> of its three inputs are 1.	truth-table
In a 3-input truth table, what is the output when Inputs A=0, B=1, and C=1?	The output is <strong>1</strong> (since at least two inputs are 1).	truth-table
What is a turning point on a curve?	The point at which the curve changes direction from increasing to decreasing (local maximum) or from decreasing to increasing (local minimum).	turning-point
What is the value of the first derivative at a turning point?	It is equal to zero: \(f&#39;(x) = 0\).	turning-point
What is a local maximum on a curve?	A point where the curve changes from increasing to decreasing (the gradient goes from positive to negative).	turning-point
What is a local minimum on a curve?	A point where the curve changes from decreasing to increasing (the gradient goes from negative to positive).	turning-point
What are the three steps to find the turning points of a function?	1. Find the first derivative of the function.<br/>2. Set the first derivative equal to zero and solve for \(x\).<br/>3. Substitute the \(x\)-values back into the original function to find the corresponding \(y\)-values.	turning-point
Find the turning points for the function \(f(x) = x^3 - 3x^2 + 4\).	The turning points are at \((0, 4)\) and \((2, 0)\).	turning-point
Find the turning points for the function \(f(x) = x^4 - 4x^3 + 6x^2\).	The turning point is at \((0, 0)\).	turning-point
What is a Type 1 hypothesis error?	"A <em>false positive</em> - we state we have sufficient evidence to reject the <a href=""/null-hypothesis"">null hypothesis</a>, but it is actually still true."	type-1-hypothesis-error
"What effect does a higher <a href=""/significance-level"">significance level</a> have on Type 1 errors?"	It makes them <strong>more likely</strong> to occur.	type-1-hypothesis-error
